name,num_nodes,true_clusters,pf1,nmi,ari
name,num_nodes,true_clusters,pf1,nmi,ari
name,num_nodes,true_clusters,pf1,nmi,ari
jingyin,204,12,0.7679066086268304,0.83163,0.69585
hongyuanchen,458,3,0.9867864635392067,0.73164,0.89849
name,num_nodes,true_clusters,pf1,nmi,ari
jingyin,204,12,0.7679066086268304,0.83163,0.69585
