name,num_nodes,true_clusters,pf1,nmi,ari
taoli,2146,138,0.3332773250441065,0.70992,0.32079
lixingao,404,5,0.6203086112493779,0.49135,0.31742
jiegao,1254,102,0.4688107439476939,0.77300,0.45404
jimingchen,366,9,0.6267840874582448,0.73772,0.51448
jianhuayin,446,19,0.8861642839835232,0.91742,0.87299
hidekihayashi,168,12,0.82212086659065,0.82642,0.79670
hongjiezhang,625,12,0.49226047609679313,0.61959,0.32067
hvogel,111,4,0.902697787208245,0.86953,0.86668
wengao,33,4,0.9291338582677166,0.92813,0.90670
rgupta,271,15,0.5310350986871483,0.75588,0.45901
jiegong,405,29,0.6402719456108779,0.82231,0.61753
bingren,351,9,0.7446895239820644,0.85500,0.69050
zhenlei,206,4,0.7355302464525766,0.60589,0.48921
chunchen,828,21,0.4301742684459968,0.53712,0.27010
frankcaruso,293,4,0.4431735272658806,0.13387,0.05713
hainingwang,406,20,0.7948576675849403,0.87768,0.76404
jianlongwang,738,12,0.37997085836839606,0.57473,0.26428
average,,,0.62967,0.70449,0.53600
name,num_nodes,true_clusters,pf1,nmi,ari
jingyin,204,12,0.9875717017208413,0.95976,0.98442
hongyuanchen,458,3,0.5193781232648528,0.15018,0.05297
jietang,1198,43,0.8070044207738972,0.79626,0.78719
minhu,526,23,0.8235245289283639,0.88844,0.80666
feichen,1412,79,0.6516883666772519,0.78327,0.63800
hongjunsong,268,4,0.5044672665416045,0.45994,0.21989
binzhou,1529,95,0.6911478562681712,0.75010,0.67262
xiangzhang,2364,116,0.3718059479611771,0.70981,0.34397
hongfuzhang,274,4,0.9920440636474908,0.96018,0.98689
weiminliu,1434,30,0.45541203987322115,0.60960,0.31400
aiqinwang,346,4,0.7467427774630703,0.75836,0.60173
hermannwagner,408,4,0.5872462579454583,0.50421,0.34820
yaowang,1406,77,0.3583857503968021,0.68341,0.33558
jianpei,577,6,0.8951621831063877,0.85532,0.83119
jihuawang,660,11,0.3465143208091561,0.50480,0.17110
weiren,586,19,0.6993937894346158,0.80325,0.66014
shinjitanaka,386,12,0.4533152296899751,0.61138,0.36814
qunli,742,24,0.5948219698042659,0.79651,0.54113
haijiang,506,28,0.6070048026238725,0.83967,0.58036
barrysmith,253,11,0.4275252176316154,0.52969,0.35427
lingwang,716,21,0.7867100182889657,0.83420,0.76412
xiaohongguan,594,6,0.4659843895371547,0.53919,0.24064
jiewu,2588,84,0.6257540708486415,0.64959,0.58281
jijunzhao,105,4,0.97736748064324,0.95148,0.96732
jianyang,2863,120,0.3652779893878471,0.66377,0.34178
ruiwang,2641,143,0.27472416722257154,0.64859,0.25494
haibohe,384,6,0.43821347222037216,0.35678,0.12713
davidparker,253,6,0.7659425776017704,0.75820,0.68033
fengwang,737,19,0.7371692566148678,0.85902,0.71868
gangli,3228,157,0.2960747171412063,0.64990,0.27839
baohongzhang,271,5,0.7042064238677598,0.77132,0.58758
bingxu,1233,68,0.4676787232033242,0.71576,0.43909
biaohuang,776,14,0.7741660817636838,0.85319,0.73662
taoli,2146,138,0.3332773250441065,0.70992,0.32079
lixingao,404,5,0.6094073611977542,0.48751,0.30064
jiegao,1254,102,0.48123944162887883,0.77196,0.46687
jimingchen,366,9,0.6267840874582448,0.73772,0.51448
jianhuayin,446,19,0.8802016408026095,0.90303,0.86667
hidekihayashi,168,12,0.8612467681700661,0.87004,0.84159
hongjiezhang,625,12,0.5119219653179191,0.66219,0.34574
hvogel,111,4,0.9213483146067416,0.88723,0.89230
wengao,33,4,0.9291338582677166,0.92813,0.90670
rgupta,271,15,0.5423698703144431,0.74627,0.47115
jiegong,405,29,0.6370431043309103,0.81429,0.61451
bingren,351,9,0.7809813753581663,0.88877,0.73360
zhenlei,206,4,0.7522190040175651,0.64251,0.52203
chunchen,828,21,0.3210806461956427,0.56160,0.19621
frankcaruso,293,4,0.4367370114507429,0.13689,0.05460
hainingwang,406,20,0.7841476462196861,0.88903,0.75034
jianlongwang,738,12,0.40084752668894147,0.57647,0.28702
average,,,0.62019,0.70837,0.52806
name,num_nodes,true_clusters,pf1,nmi,ari
jingyin,204,12,0.9868735083532221,0.96265,0.98354
hongyuanchen,458,3,0.5193781232648528,0.15018,0.05297
jietang,1198,43,0.7781222184708879,0.81295,0.75603
minhu,526,23,0.8439471691764112,0.89474,0.82926
feichen,1412,79,0.6581877296758241,0.78183,0.64516
hongjunsong,268,4,0.6390595778787069,0.54652,0.37447
binzhou,1529,95,0.6803395916380124,0.74278,0.66138
xiangzhang,2364,116,0.3718059479611771,0.70981,0.34397
hongfuzhang,274,4,0.9985099898408398,0.98637,0.99754
weiminliu,1434,30,0.5253488834750392,0.62288,0.37642
aiqinwang,346,4,0.7915444565490657,0.76579,0.66023
hermannwagner,408,4,0.5931821506949524,0.51186,0.35680
yaowang,1406,77,0.32324668500602727,0.68211,0.30064
jianpei,577,6,0.8939969004016826,0.84023,0.82930
jihuawang,660,11,0.4262314957384125,0.50634,0.22212
weiren,586,19,0.7268857256884396,0.80345,0.69348
shinjitanaka,386,12,0.49529893382518336,0.62839,0.41564
qunli,742,24,0.5794072839115813,0.77416,0.52539
haijiang,506,28,0.6335769608377878,0.84368,0.60584
barrysmith,253,11,0.4293233082706767,0.53873,0.34815
lingwang,716,21,0.7578712381273297,0.80538,0.73314
xiaohongguan,594,6,0.5236126015898948,0.56491,0.28804
jiewu,2588,84,0.593460816777778,0.62362,0.54259
jijunzhao,105,4,0.9775811209439528,0.94151,0.96749
jianyang,2863,120,0.3652779893878471,0.66377,0.34178
ruiwang,2641,143,0.2921045971039976,0.63756,0.27205
haibohe,384,6,0.6040846515400949,0.42509,0.23221
davidparker,253,6,0.7763840830449826,0.80653,0.68754
fengwang,737,19,0.7454447880197287,0.84444,0.72570
gangli,3228,157,0.2960747171412063,0.64990,0.27839
baohongzhang,271,5,0.7751512291389593,0.84792,0.67712
bingxu,1233,68,0.4417779808351268,0.73759,0.41212
biaohuang,776,14,0.7608063867669864,0.83502,0.72094
taoli,2146,138,0.3332773250441065,0.70992,0.32079
lixingao,404,5,0.6113753567315877,0.49107,0.30761
jiegao,1254,102,0.4352511832126362,0.78502,0.42237
jimingchen,366,9,0.6267840874582448,0.73772,0.51448
jianhuayin,446,19,0.8790093987766671,0.89688,0.86545
hidekihayashi,168,12,0.7908045977011494,0.79523,0.76118
hongjiezhang,625,12,0.7127000568010959,0.69822,0.55153
hvogel,111,4,0.902697787208245,0.86953,0.86668
wengao,33,4,0.9291338582677166,0.92813,0.90670
rgupta,271,15,0.515277526667872,0.75063,0.44305
jiegong,405,29,0.6373813839428512,0.81650,0.61561
bingren,351,9,0.7842054518362697,0.87266,0.73590
zhenlei,206,4,0.7731701790165421,0.57451,0.54245
chunchen,828,21,0.6302196422830113,0.59536,0.45988
frankcaruso,293,4,0.426027003734559,0.13990,0.05555
hainingwang,406,20,0.8501024902961315,0.88985,0.82592
jianlongwang,738,12,0.5533043650299331,0.62625,0.43194
average,,,0.64389,0.71332,0.54969
name,num_nodes,true_clusters,pf1,nmi,ari
jingyin,204,12,0.9797943991492378,0.96116,0.97461
hongyuanchen,458,3,0.5207505886270125,0.15128,0.05439
jietang,1198,43,0.7459113020148778,0.71477,0.71689
minhu,526,23,0.8306867044148326,0.89700,0.81498
feichen,1412,79,0.6230344026855801,0.78412,0.60758
hongjunsong,268,4,0.576008844665561,0.48433,0.29953
binzhou,1529,95,0.6651878603444641,0.77237,0.64904
xiangzhang,2364,116,0.3896196396912524,0.71156,0.36231
hongfuzhang,274,4,0.9985099898408398,0.98637,0.99754
weiminliu,1434,30,0.6214216966027499,0.65286,0.47343
aiqinwang,346,4,0.8029716568860034,0.77949,0.67689
hermannwagner,408,4,0.5928063032717261,0.53103,0.35694
yaowang,1406,77,0.36259884242276025,0.71942,0.34283
jianpei,577,6,0.8906877450280145,0.83494,0.82442
jihuawang,660,11,0.4408798167448219,0.50812,0.23167
weiren,586,19,0.7130844954881049,0.79484,0.67676
shinjitanaka,386,12,0.4762788232175988,0.64193,0.39040
qunli,742,24,0.5792270117405091,0.77830,0.52446
haijiang,506,28,0.6150842351891108,0.83720,0.58689
barrysmith,253,11,0.4126021618771421,0.50613,0.33332
lingwang,716,21,0.7689871439584939,0.81344,0.74513
xiaohongguan,594,6,0.5174513182008498,0.56182,0.28274
jiewu,2588,84,0.6376377027034665,0.66070,0.59586
jijunzhao,105,4,0.9775811209439528,0.94151,0.96749
jianyang,2863,120,0.3597683374719343,0.67314,0.33816
ruiwang,2641,143,0.3119353152634218,0.67596,0.29424
haibohe,384,6,0.590891584825727,0.41771,0.22135
davidparker,253,6,0.7729663673556135,0.79742,0.68112
fengwang,737,19,0.7738389522957976,0.85294,0.75680
gangli,3228,157,0.3005208710120813,0.65091,0.28283
baohongzhang,271,5,0.7666680940350276,0.82336,0.66451
bingxu,1233,68,0.4519676591179063,0.74278,0.43290
biaohuang,776,14,0.780298148856004,0.83612,0.74101
taoli,2146,138,0.3665009309843882,0.70649,0.35448
lixingao,404,5,0.6116653588910063,0.48809,0.30283
jiegao,1254,102,0.5204065917141536,0.80226,0.50841
jimingchen,366,9,0.6267840874582448,0.73772,0.51448
jianhuayin,446,19,0.8641892539028829,0.89432,0.84824
hidekihayashi,168,12,0.8028735632183908,0.80049,0.77496
hongjiezhang,625,12,0.7250300921945477,0.71814,0.56659
