name,num_nodes,true_clusters,pf1,nmi,ari
lixiangwang,529,11,0.4190737220007914,0.55051,0.22095
xiangli,2067,95,0.6788098985598691,0.80964,0.66758
average,,,0.62840,0.70554,0.51983
name,num_nodes,true_clusters,pf1,nmi,ari
weiguozhu,372,12,0.5516357004445458,0.73694,0.42970
weidongtian,368,4,0.7227514143863294,0.65597,0.46978
yingtan,309,11,0.8260129910300031,0.88524,0.79880
lansunchen,426,3,0.49906502857342583,0.04441,0.00867
xiaomingxie,421,9,0.5614465107191702,0.62910,0.38082
weiliao,357,11,0.885685884691849,0.91353,0.86182
makotoinoue,603,18,0.6362693668415275,0.73445,0.60018
lixintang,455,7,0.6782362002282877,0.60049,0.46220
chunshengzhao,403,6,0.656523670516563,0.66707,0.47390
xiyao,848,8,0.3423612786872754,0.31596,0.09987
linglingwang,798,27,0.8105008134268091,0.87503,0.78152
yaofu,590,17,0.3802888943448728,0.60034,0.23794
qingjiang,919,25,0.5704148295948251,0.68804,0.49951
xiaorongwang,558,20,0.8861867704280156,0.87439,0.86471
minliu,1239,51,0.6733877270311669,0.83705,0.65923
pingwu,1211,37,0.5742434021801492,0.73604,0.53988
toshikazunakamura,90,4,0.5617495711835334,0.51092,0.38252
xiaowei,456,19,0.8176100628930818,0.85835,0.79517
xiaofengwang,1361,53,0.6208850795871961,0.81404,0.60247
williamclegg,210,6,0.524440926182466,0.57601,0.38724
zhuosun,424,9,0.45485113075546396,0.47752,0.21528
xiaolinwu,388,14,0.42941107045910537,0.66913,0.28332
weihuawang,746,31,0.3906393861892583,0.74883,0.32480
zhiyuanzhang,488,11,0.33658089410962116,0.46025,0.13270
minghuazhou,272,11,0.5696012039127163,0.71866,0.48501
xucai,379,9,0.809829572731637,0.85959,0.75372
qiangwang,2211,76,0.5431621737496494,0.75895,0.52497
pingchen,1670,58,0.5399622069038937,0.75401,0.51376
qingsongliu,304,17,0.8639491794600318,0.87186,0.84116
wendongwang,460,12,0.5874938083932567,0.71047,0.45927
fengpeng,358,14,0.8079166666666666,0.89952,0.78363
wenjunli,250,22,0.8627810922441487,0.91960,0.85248
lixiangwang,529,11,0.4125553585099475,0.54867,0.21615
xiangli,2067,95,0.6808206749202447,0.77776,0.66782
average,,,0.61968,0.69789,0.51147
name,num_nodes,true_clusters,pf1,nmi,ari
weiguozhu,372,12,0.5177478580171359,0.69023,0.39527
weidongtian,368,4,0.7127199685603248,0.64869,0.45784
yingtan,309,11,0.8239558707643815,0.88261,0.79712
lansunchen,426,3,0.49906502857342583,0.04441,0.00867
xiaomingxie,421,9,0.5776437417466719,0.65260,0.40577
weiliao,357,11,0.8821585404499978,0.91117,0.85762
makotoinoue,603,18,0.6448015122873346,0.75765,0.61077
lixintang,455,7,0.6568251490367756,0.58743,0.44040
chunshengzhao,403,6,0.6339320325623465,0.67002,0.44976
xiyao,848,8,0.34988307021491,0.33665,0.10737
linglingwang,798,27,0.8151850049263423,0.89099,0.78750
yaofu,590,17,0.3369627629032601,0.65061,0.21148
qingjiang,919,25,0.4902728852566812,0.71938,0.42961
xiaorongwang,558,20,0.8044635112642708,0.90270,0.77419
minliu,1239,51,0.6577567348895748,0.83743,0.64236
pingwu,1211,37,0.5527185264890183,0.79457,0.52850
toshikazunakamura,90,4,0.5596851770878881,0.50095,0.38513
xiaowei,456,19,0.85919208573784,0.89227,0.84056
xiaofengwang,1361,53,0.5834307477657528,0.79963,0.56485
williamclegg,210,6,0.4813182199832074,0.57690,0.34764
zhuosun,424,9,0.36034249920983824,0.43513,0.14761
xiaolinwu,388,14,0.42557508552553974,0.67840,0.27822
weihuawang,746,31,0.45038828565823935,0.66890,0.36776
zhiyuanzhang,488,11,0.33857225223686177,0.45713,0.13729
minghuazhou,272,11,0.5375314070351758,0.71119,0.45525
xucai,379,9,0.7923170012722252,0.82780,0.73461
qiangwang,2211,76,0.5457258375048133,0.73388,0.52364
pingchen,1670,58,0.6035430576893672,0.78449,0.58309
qingsongliu,304,17,0.8726061615320565,0.89167,0.85129
wendongwang,460,12,0.4930841053189351,0.70506,0.36615
fengpeng,358,14,0.8160200250312891,0.91294,0.79279
wenjunli,250,22,0.8666057560529922,0.91098,0.85654
lixiangwang,529,11,0.40883752549286195,0.54427,0.21324
xiangli,2067,95,0.6287251043698034,0.80540,0.61596
average,,,0.60528,0.70042,0.49900
name,num_nodes,true_clusters,pf1,nmi,ari
weiguozhu,372,12,0.4826992188660192,0.70342,0.35916
weidongtian,368,4,0.7139239040768774,0.62407,0.45526
yingtan,309,11,0.805026347790839,0.88205,0.77648
lansunchen,426,3,0.49906502857342583,0.04441,0.00867
xiaomingxie,421,9,0.577090822825234,0.65392,0.41489
weiliao,357,11,0.8771642808452624,0.90957,0.85173
makotoinoue,603,18,0.6798819063686208,0.77431,0.64772
lixintang,455,7,0.6687556654766834,0.60100,0.45284
chunshengzhao,403,6,0.6579102386524653,0.69548,0.47796
xiyao,848,8,0.34934046639579625,0.33258,0.10684
linglingwang,798,27,0.8150999715720648,0.87679,0.78731
yaofu,590,17,0.3447429659403427,0.65417,0.21718
qingjiang,919,25,0.5636350674579835,0.72992,0.50470
xiaorongwang,558,20,0.8085675420192284,0.89184,0.77816
minliu,1239,51,0.7479915370844368,0.84399,0.73653
pingwu,1211,37,0.6579584554606857,0.78203,0.63448
toshikazunakamura,90,4,0.5685589519650655,0.51017,0.39716
xiaowei,456,19,0.8612928445047937,0.89345,0.84290
xiaofengwang,1361,53,0.5865230317580764,0.80325,0.56785
williamclegg,210,6,0.47550251256281406,0.57986,0.33963
zhuosun,424,9,0.33408664005635125,0.46296,0.13706
xiaolinwu,388,14,0.41302436125965536,0.66164,0.26691
weihuawang,746,31,0.40446462353386303,0.74709,0.33669
zhiyuanzhang,488,11,0.34053686136044586,0.47262,0.13516
minghuazhou,272,11,0.5397403419886004,0.72346,0.45952
xucai,379,9,0.6527796564317596,0.78948,0.57175
qiangwang,2211,76,0.6457969587082718,0.76004,0.62636
pingchen,1670,58,0.5514711070345022,0.74420,0.52500
qingsongliu,304,17,0.732593166365436,0.86774,0.69513
wendongwang,460,12,0.4916994600530796,0.70974,0.36519
fengpeng,358,14,0.7832759609868044,0.89289,0.75701
wenjunli,250,22,0.8966666666666667,0.93156,0.88919
lixiangwang,529,11,0.3133498463467528,0.49331,0.14639
xiangli,2067,95,0.7030239929358891,0.79492,0.69210
average,,,0.60421,0.70112,0.49885
name,num_nodes,true_clusters,pf1,nmi,ari
weiguozhu,372,12,0.5084363820737444,0.64006,0.37016
weidongtian,368,4,0.49138879311760164,0.42375,0.20001
yingtan,309,11,0.7768660877877798,0.84226,0.74336
lansunchen,426,3,0.591833379908931,0.07153,0.03877
xiaomingxie,421,9,0.5666280203905114,0.61661,0.40421
weiliao,357,11,0.7145568696160024,0.80417,0.66149
makotoinoue,603,18,0.5634997733307429,0.71326,0.52296
lixintang,455,7,0.5149301613938108,0.46199,0.28660
chunshengzhao,403,6,0.5940419589719719,0.64232,0.40798
xiyao,848,8,0.2983287081073837,0.30075,0.08226
linglingwang,798,27,0.8618516508467442,0.82607,0.83907
yaofu,590,17,0.3990052165473736,0.63066,0.25337
qingjiang,919,25,0.5123400325041517,0.67624,0.44597
xiaorongwang,558,20,0.7677955210737998,0.86628,0.73269
minliu,1239,51,0.683509569411145,0.79967,0.66835
pingwu,1211,37,0.6483000336223498,0.73992,0.62306
toshikazunakamura,90,4,0.5404217926186291,0.49573,0.35966
xiaowei,456,19,0.7768501256383237,0.83468,0.74673
xiaofengwang,1361,53,0.5108302468691003,0.78737,0.49292
williamclegg,210,6,0.47841070342590714,0.52312,0.33446
zhuosun,424,9,0.3400200165353988,0.42936,0.13156
xiaolinwu,388,14,0.41446292912780075,0.65489,0.27560
weihuawang,746,31,0.49577883920773724,0.63277,0.40623
zhiyuanzhang,488,11,0.32622095779990523,0.45948,0.13231
minghuazhou,272,11,0.5930136883835739,0.69838,0.51198
xucai,379,9,0.6308297180043384,0.74781,0.54512
qiangwang,2211,76,0.5348598517712038,0.74860,0.51800
pingchen,1670,58,0.4112127823728026,0.73449,0.38590
qingsongliu,304,17,0.6914429530201343,0.81449,0.64649
wendongwang,460,12,0.5505964442408331,0.72084,0.42353
fengpeng,358,14,0.7978481588119413,0.89537,0.77522
wenjunli,250,22,0.8736068294996443,0.92591,0.86442
lixiangwang,529,11,0.5492041032897065,0.56196,0.32725
xiangli,2067,95,0.5865963132234719,0.72275,0.56931
average,,,0.57634,0.66010,0.46256
name,num_nodes,true_clusters,pf1,nmi,ari
weiguozhu,372,12,0.3216620568267538,0.55635,0.18997
weidongtian,368,4,0.41546871175654726,0.27448,0.07223
yingtan,309,11,0.5772846616413991,0.72405,0.51940
lansunchen,426,3,0.4982683343894034,0.03879,-0.01096
xiaomingxie,421,9,0.4408856705194263,0.50882,0.27560
weiliao,357,11,0.5541918036197213,0.74353,0.48072
makotoinoue,603,18,0.488637518203678,0.69277,0.44368
lixintang,455,7,0.3568103124067902,0.35862,0.10769
chunshengzhao,403,6,0.5089841170541827,0.57790,0.31644
xiyao,848,8,0.26487740032408624,0.21484,0.02259
linglingwang,798,27,0.537612323491656,0.78619,0.48834
yaofu,590,17,0.2502352040258177,0.52701,0.13010
qingjiang,919,25,0.3136346157738156,0.63743,0.24794
xiaorongwang,558,20,0.4658176420032815,0.75167,0.39717
minliu,1239,51,0.5068715227884013,0.78431,0.48898
pingwu,1211,37,0.4264957722358985,0.72660,0.39832
toshikazunakamura,90,4,0.5404217926186291,0.49573,0.35966
xiaowei,456,19,0.6905319504851122,0.79812,0.65717
xiaofengwang,1361,53,0.366760364570024,0.72234,0.33741
williamclegg,210,6,0.3978779840848807,0.40537,0.17938
zhuosun,424,9,0.31250829022416765,0.42890,0.11411
xiaolinwu,388,14,0.31414897533439684,0.53393,0.16594
weihuawang,746,31,0.27089399623495,0.68778,0.20970
zhiyuanzhang,488,11,0.27472728643270194,0.35271,0.06507
minghuazhou,272,11,0.3578199052132701,0.54408,0.24526
xucai,379,9,0.6071613192266602,0.74339,0.51938
qiangwang,2211,76,0.4311708564989132,0.71874,0.40877
pingchen,1670,58,0.35393519126544265,0.71488,0.32864
qingsongliu,304,17,0.5370180188591167,0.76767,0.48069
wendongwang,460,12,0.3788651942117289,0.60516,0.24576
fengpeng,358,14,0.7011797578391803,0.83711,0.66897
wenjunli,250,22,0.6225540679711636,0.82109,0.59756
lixiangwang,529,11,0.26674837449884714,0.43984,0.09986
xiangli,2067,95,0.45396164512545883,0.77527,0.43610
average,,,0.43547,0.59693,0.31434
name,num_nodes,true_clusters,pf1,nmi,ari
weiguozhu,372,12,0.49357994056034854,0.65354,0.36093
weidongtian,368,4,0.7019884688933301,0.59365,0.42667
yingtan,309,11,0.583483237939493,0.70518,0.52326
lansunchen,426,3,0.8014932079776019,0.16275,0.10372
xiaomingxie,421,9,0.382331822005211,0.44936,0.21851
weiliao,357,11,0.5900462842581519,0.76175,0.52248
makotoinoue,603,18,0.474863425765853,0.67028,0.42992
lixintang,455,7,0.553014502594946,0.57567,0.32895
chunshengzhao,403,6,0.7354899257999237,0.72112,0.55982
xiyao,848,8,0.46145910053562067,0.37891,0.12909
linglingwang,798,27,0.45349195858118524,0.74678,0.39926
yaofu,590,17,0.3101943927632001,0.56627,0.18361
qingjiang,919,25,0.328377702723386,0.65475,0.26587
xiaorongwang,558,20,0.5331754207177679,0.79327,0.48002
